username,source,discovered_at
18388823503112320,apify_hashtag:#enoughmovement,2026-04-08T16:05:48.555333+00:00
18421253296028074,apify_hashtag:#enoughmovement,2026-04-08T16:05:48.555333+00:00
18433175608098926,apify_hashtag:#mentalhealth,2026-04-08T16:05:48.555333+00:00
18435187714077121,apify_hashtag:#anxietyhelp,2026-04-08T16:05:48.555333+00:00
18458858557100566,apify_hashtag:#mentalhealth;apify_hashtag:#mentalhealthawareness,2026-04-08T16:05:48.555333+00:00
18460133770075493,apify_hashtag:#enoughmovement,2026-04-08T16:05:48.555333+00:00
18464863708052583,apify_hashtag:#mentalhealthawareness,2026-04-08T16:05:48.555333+00:00
18469292341077980,apify_hashtag:#mentalhealthawareness,2026-04-08T16:05:48.555333+00:00
18476417923075145,apify_hashtag:#mentalhealth,2026-04-08T16:05:48.555333+00:00
18525900289071104,apify_hashtag:#mentalhealthawareness,2026-04-08T16:05:48.555333+00:00
18554063500028432,apify_hashtag:#mentalhealthadvocate,2026-04-08T16:05:48.555333+00:00
185639919,apify_hashtag:#enoughmovement,2026-04-08T16:05:48.555333+00:00
18568630279036345,apify_hashtag:#mentalhealthadvocate,2026-04-08T16:05:48.555333+00:00
1903138826,apify_hashtag:#anxietyhelp,2026-04-08T16:05:48.555333+00:00
1912588336160040,apify_hashtag:#mentalhealth,2026-04-08T16:05:48.555333+00:00
1920885564204976543,apify_hashtag:#enoughmovement,2026-04-08T16:05:48.555333+00:00
1923341809,apify_hashtag:#enoughmovement,2026-04-08T16:05:48.555333+00:00
192915571,apify_hashtag:#mentalhealthadvocate,2026-04-08T16:05:48.555333+00:00
1944124890,apify_hashtag:#mentalhealth,2026-04-08T16:05:48.555333+00:00
1949369012117449,apify_hashtag:#therapy,2026-04-08T16:05:48.555333+00:00
1962549547459181,apify_hashtag:#mentalhealthadvocate,2026-04-08T16:05:48.555333+00:00
2064309328202053391,apify_hashtag:#mentalhealthadvocate,2026-04-08T16:05:48.555333+00:00
210806682,apify_hashtag:#mentalhealthadvocate,2026-04-08T16:05:48.555333+00:00
2115721554,apify_hashtag:#mentalhealth,2026-04-08T16:05:48.555333+00:00
216798563284683,apify_hashtag:#anxietyhelp,2026-04-08T16:05:48.555333+00:00
227768807,apify_hashtag:#therapy,2026-04-08T16:05:48.555333+00:00
2323506650898969945,apify_hashtag:#therapy,2026-04-08T16:05:48.555333+00:00
232385354,apify_hashtag:#therapy,2026-04-08T16:05:48.555333+00:00
237065244,apify_hashtag:#therapy,2026-04-08T16:05:48.555333+00:00
238445242,apify_hashtag:#anxietyhelp,2026-04-08T16:05:48.555333+00:00
248702780,apify_hashtag:#anxietyhelp,2026-04-08T16:05:48.555333+00:00
2527699746014349929,apify_hashtag:#therapy,2026-04-08T16:05:48.555333+00:00
256414165067424,apify_hashtag:#therapy,2026-04-08T16:05:48.555333+00:00
25678097,apify_hashtag:#therapy,2026-04-08T16:05:48.555333+00:00
258202285823723,apify_hashtag:#therapy,2026-04-08T16:05:48.555333+00:00
259870584908571,apify_hashtag:#therapy,2026-04-08T16:05:48.555333+00:00
3174769912474877963,apify_hashtag:#anxietyhelp,2026-04-08T16:05:48.555333+00:00
3674680993,apify_hashtag:#anxietyhelp,2026-04-08T16:05:48.555333+00:00
37583982879,apify_hashtag:#anxietyhelp,2026-04-08T16:05:48.555333+00:00
3802595528605983344,apify_hashtag:#anxietyhelp,2026-04-08T16:05:48.555333+00:00
3850759996321147752,apify_hashtag:#anxietyhelp,2026-04-08T16:05:48.555333+00:00
3870755477194412440,apify_hashtag:#anxietyhelp,2026-04-08T16:05:48.555333+00:00
3870755477311873394,apify_hashtag:#anxietyhelp,2026-04-08T16:05:48.555333+00:00
