username,post_id,timestamp,url,likes,comments_count,caption
blakemycoskie,3860832980168675117,2026-03-25T19:34:42.000Z,https://www.instagram.com/p/DWUbyPQEQ8t/,-1,6,"You are probably putting more pressure on your kids than your kids are putting on themselves, and most of us are doing it without even realizing. Kids feel our unspoken fears, our unfinished dreams, and our anxiety, and over time love starts to feel tied to performance. 

Before you correct your child today ask yourself one question, is this about their growth or my fear?

#BlakeMycoskie #Family #Parenting"
blakemycoskie,3860798437869090662,2026-03-25T18:24:20.000Z,https://www.instagram.com/p/DWUT7lOkfdm/,-1,3,"Just know that failure isn’t something to avoid, it’s something to move through quickly. What matters is how fast you learn and how you lead others to see failure as feedback, not something to fear.

#blakemycoskie #mentalhealth #positivity"
blakemycoskie,3860140492021918156,2026-03-24T20:39:55.000Z,https://www.instagram.com/p/DWR-VNaEWnM/,84,6,"Ted Turner was told CNN would fail because there was not enough news to fill 24 hours and within a decade it was in 100 million homes. He later donated over $1 billion to charity because he believed building something significant comes with a responsibility to use it for something bigger than yourself. That is the only kind of business worth building.

#blakemycoskie #entrepreneur #positivity"
blakemycoskie,3860038051624507800,2026-03-24T17:13:35.000Z,https://www.instagram.com/p/DWRnCgWkdmY/,-1,10,"The Icarus Paradox is that the same traits that help you succeed can also be the ones that take you down if you never put limits on them. Keep your ambition, just learn when to slow down so it doesn’t run your whole life.

#blakemycoskie #mentalhealth #positivity"
blakemycoskie,3859452715638847020,2026-03-23T21:50:38.000Z,https://www.instagram.com/p/DWPh8vvEfYs/,-1,4,"How Toms grew fast came down to one thing, customers felt like they owned the impact. When people feel that, they naturally share it.

#blakemycoskie #entrepreneur #positivity"
blakemycoskie,3859333200909288613,2026-03-23T17:53:10.000Z,https://www.instagram.com/p/DWPGxk-EcSl/,-1,21,"I built a company worth $600 million and still thought about ending my life. Success never fixed the feeling that I was not enough. So I healed, and now I am on a mission to help everyone know they are enough and always have been. Swipe to hear the full story.

#BlakeMycoskie #ENOUGH #MentalHealth"
blakemycoskie,3858756880152228791,2026-03-22T22:51:04.000Z,https://www.instagram.com/p/DWNDvAcEXO3/,-1,9,"No amount of success can fill a belief that was never true to begin with. The real shift happens when you stop looking outward and finally realize you’ve been enough all along.

#blakemycoskie #mentalhealth #positivity"
blakemycoskie,3858691288435115442,2026-03-22T20:37:48.000Z,https://www.instagram.com/p/DWM00hZEcWy/,-1,15,"None of us builds a life alone.

These are a few people who shaped how I think about
business, purpose, and responsibility.

Their lessons still guide me.

#blakemycoskie #mentalhealth #positivity"
blakemycoskie,3857908615856894990,2026-03-21T18:45:44.000Z,https://www.instagram.com/p/DWKC3IwEbQO/,-1,4,"Even the heaviest seasons are temporary, no matter how permanent they feel in the moment. Progress starts with one small action, repeated, until the weight begins to lift.

#blakemycoskie #mentalhealth #positivity

@bigdeal.podcast @codiesanchez"
blakemycoskie,3857876528969906656,2026-03-21T17:42:07.000Z,https://www.instagram.com/p/DWJ7kNgkXng/,-1,19,"For most of my life, I chased the things I thought would finally make me feel whole.

Success. Achievement. Recognition.

I built TOMS, gave away over 100 million shoes,

and still ended up in the darkest place of my life.

What saved me wasn’t more success.

It was realizing something I had never believed:

I am enough.

That truth changed everything.

ENOUGH is a simple reminder of your worth when you forget it.

Each set comes with two bracelets.

One for you. One to give.

And 100% of profits go to mental health organizations saving lives.

If this message resonates,

if you’ve ever felt like you weren’t enough 

Visit the link in bio.

This is for you."
blakemycoskie,3857302068101451923,2026-03-20T22:37:40.000Z,https://www.instagram.com/p/DWH48tIkRCT/,-1,6,"I built TOMS, gave away 100 million shoes, and sold the company for over $600 million — and two years ago I thought about taking my own life. The wound underneath it all was one core belief: I was not enough. This is the story of how that wound became my next purpose.

#BlakeMycoskie #Enough #MentalHealth"
blakemycoskie,3857279113875252397,2026-03-20T21:55:02.000Z,https://www.instagram.com/p/DWHzurWEWSt/,-1,14,"Yvon Chouinard built believers. The business that stand for something REAL, are the ones that LAST.

#blakemycoskie #entrepreneur #positivity"
blakemycoskie,3857211315551553376,2026-03-20T19:37:22.000Z,https://www.instagram.com/p/DWHkUFPEUdg/,-1,4,"Achieving everything you were told to want and still feeling empty is more common than people admit. If you tie your self-worth to your accomplishments, you will always fall short. This is what I wish someone had told me sooner.

#BlakeMycoskie #Enough #SocialEntrepreneurship"
blakemycoskie,3856474112852584983,2026-03-19T19:14:14.000Z,https://www.instagram.com/p/DWE8sXuEWoX/,-1,47,"This quote has guided how I think about work, life, and meaning. 

Excellence becomes natural when you stop separating who you are from what you do.

#blakemycoskie #positivity #mentalhealth #life"
blakemycoskie,3855847323931363623,2026-03-18T22:30:13.000Z,https://www.instagram.com/p/DWCuLZDEckn/,-1,9,"Ask yourself, “what am I stressed about RIGHT NOW?”. Stop manufacturing your anxiety. Instead tell yourself, “So What?”. Follow the thread. You’re still here and you’re still okay.

#blakemycoskie #mentalhealth #positivity"
blakemycoskie,3855689317805585948,2026-03-18T17:13:26.000Z,https://www.instagram.com/p/DWCKQGYEfYc/,-1,13,"These are the habits that have helped me get through moments of panic and high anxiety.

#blakemycoskie #mentalhealth #positivity"
