username,source,discovered_at
1522233192,apify_hashtag:#mentalhealthadvocate,2026-04-08T16:46:34.245858+00:00
1533044344072224,apify_hashtag:#mentalhealth,2026-04-08T16:46:34.245858+00:00
1535135121008248,apify_hashtag:#mentalhealthawareness,2026-04-08T16:46:34.245858+00:00
159504299482562,apify_hashtag:#enoughmovement,2026-04-08T16:46:34.245858+00:00
16384410865,apify_hashtag:#mentalhealthadvocate,2026-04-08T16:46:34.245858+00:00
1638577608,apify_hashtag:#mentalhealthawareness,2026-04-08T16:46:34.245858+00:00
1650256643,apify_hashtag:#enoughmovement,2026-04-08T16:46:34.245858+00:00
1659188448769216,apify_hashtag:#therapy,2026-04-08T16:46:34.245858+00:00
16611362182,apify_hashtag:#anxietyhelp;apify_hashtag:#mentalhealthadvocate,2026-04-08T16:46:34.245858+00:00
1692662894152851,apify_hashtag:#mentalhealthawareness,2026-04-08T16:46:34.245858+00:00
1717929391717942651,apify_hashtag:#therapy,2026-04-08T16:46:34.245858+00:00
1718490006213703,apify_hashtag:#therapy,2026-04-08T16:46:34.245858+00:00
177303586277886,apify_hashtag:#mentalhealthawareness,2026-04-08T16:46:34.245858+00:00
1796130650839963,apify_hashtag:#mentalhealthawareness,2026-04-08T16:46:34.245858+00:00
180484689311375,apify_hashtag:#therapy,2026-04-08T16:46:34.245858+00:00
18122696137100146,apify_hashtag:#mentalhealthadvocate,2026-04-08T16:46:34.245858+00:00
18135272800078119,apify_hashtag:#mentalhealthadvocate,2026-04-08T16:46:34.245858+00:00
18148485022063144,apify_hashtag:#therapy,2026-04-08T16:46:34.245858+00:00
18149408593061019,apify_hashtag:#mentalhealthawareness,2026-04-08T16:46:34.245858+00:00
18152998270043337,apify_hashtag:#mentalhealth,2026-04-08T16:46:34.245858+00:00
18158349553094315,apify_hashtag:#therapy,2026-04-08T16:46:34.245858+00:00
18158972083004192,apify_hashtag:#enoughmovement,2026-04-08T16:46:34.245858+00:00
18161367904020818,apify_hashtag:#mentalhealthawareness,2026-04-08T16:46:34.245858+00:00
18179212348063211,apify_hashtag:#enoughmovement,2026-04-08T16:46:34.245858+00:00
18188801701055850,apify_hashtag:#therapy,2026-04-08T16:46:34.245858+00:00
18244458691050878,apify_hashtag:#mentalhealth;apify_hashtag:#therapy,2026-04-08T16:46:34.245858+00:00
